0 171 167.5 0 171 139.2 0 171 433.5 1 171 489 1 171 269 0 171 329.5 0 171 335.7
1 206 254 0 206 158.2 0 206 604 1 206 464 1 206 275 0 206 500 0 206 357.2
1 733 557.5 0 733 259.6 1 733 1968.5 1 733 1633 1 733 876 1 733 1157.5 1 733 1285.1
0 988 531 1 988 227.6 1 988 2525 1 988 2083 1 988 1111 1 988 1590 0 988 1707.6
1 823 455.5 1 823 229.6 1 823 2163.5 1 823 1653 1 823 1001 0 823 1423.5 1 823 1478.1
1 61 108.5 1 61 77.2 1 61 201.5 1 61 131 1 61 258 0 61 124.5 1 61 215.7
0 226 222 1 226 190.2 1 226 666 1 226 645 0 226 364 1 226 481 1 226 429.2
1 415 319.5 1 415 133 0 415 1089.5 1 415 935 1 415 571 1 415 734.5 0 415 900.5
1 812 528 0 812 190.4 1 812 2165 0 812 1667 0 812 943 0 812 1225 1 812 1495.4
0 584 414 0 584 274.8 0 584 1533 0 584 1233 1 584 761 1 584 993 1 584 1107.8
1 816 605 0 816 223.2 0 816 2088 0 816 1639 0 816 816 0 816 1418 0 816 1389.2
0 724 480 1 724 310.8 1 724 1921 0 724 1526 1 724 884 1 724 1181 1 724 1267.8
0 994 662 0 994 210.8 0 994 2652 1 994 2061 1 994 1101 1 994 1645 0 994 1798.8
1 465 402.5 0 465 196 1 465 1269.5 0 465 975 1 465 634 1 465 845.5 1 465 810.5
0 761 406.5 1 761 154.2 0 761 2077.5 1 761 1537 0 761 768 0 761 1314.5 1 761 1365.7
0 250 132 0 250 124 1 250 707 1 250 658 1 250 370 1 250 534 1 250 581
0 829 439.5 0 829 322.8 0 829 2082.5 0 829 1828 0 829 963 1 829 1407.5 1 829 1601.3
1 605 409.5 1 605 141 1 605 1531.5 0 605 1304 0 605 750 1 605 998.5 0 605 1106.5
0 192 174 1 192 207.4 1 192 573 1 192 422 1 192 289 1 192 371 0 192 375.4
0 899 597.5 0 899 266.8 0 899 2283.5 1 899 1846 0 899 1017 1 899 1433.5 1 899 1608.3
0 677 376.5 0 677 189.4 0 677 1889.5 1 677 1415 0 677 718 0 677 1148.5 0 677 1260.9
1 690 389 1 690 157 1 690 1888 1 690 1496 0 690 867 0 690 1210 0 690 1202
0 221 222.5 0 221 181.2 1 221 685.5 0 221 579 0 221 332 1 221 525.5 0 221 498.7
0 817 437.5 1 817 278.4 1 817 2065.5 1 817 1798 1 817 993 1 817 1292.5 0 817 1573.9
1 154 97 0 154 215.8 0 154 410 1 154 421 1 154 306 1 154 354 0 154 448.8
0 724 499 1 724 291.8 1 724 1870 1 724 1588 1 724 820 1 724 1191 0 724 1261.8
1 162 235 1 162 106.4 0 162 560 1 162 488 0 162 247 1 162 331 1 162 405.4
1 697 352.5 1 697 231.4 1 697 1837.5 0 697 1430 0 697 867 0 697 1146.5 0 697 1293.9
1 173 278.5 0 173 171.6 1 173 567.5 1 173 406 1 173 201 0 173 301.5 1 173 468.1
0 556 279 0 556 284.2 1 556 1532 1 556 1207 1 556 733 1 556 874 0 556 959.2
1 682 479 0 682 213.4 1 682 1790 0 682 1498 1 682 870 0 682 1038 1 682 1338.4
0 276 256 0 276 85.2 0 276 777 1 276 646 0 276 467 0 276 585 0 276 477.2
1 540 403 1 540 163 0 540 1383 1 540 1274 1 540 555 0 540 903 1 540 998
0 84 68 0 84 188.8 1 84 292 0 84 254 1 84 282 0 84 182 1 84 260.8
1 760 540 0 760 212 0 760 1924 0 760 1612 0 760 806 0 760 1217 1 760 1371
0 106 226 1 106 107.2 1 106 418 0 106 282 0 106 131 0 106 197 1 106 349.2
0 675 469.5 1 675 263 1 675 1748.5 0 675 1405 0 675 763 0 675 1188.5 0 675 1178.5
0 540 291 0 540 192 1 540 1386 1 540 1130 0 540 542 1 540 858 0 540 1103
1 366 224 1 366 100.2 0 366 921 1 366 925 0 366 455 0 366 617 0 366 719.2
0 352 187 1 352 115.4 0 352 921 0 352 707 1 352 544 0 352 552 0 352 603.4
1 994 608 1 994 251.8 1 994 2559 0 994 2146 0 994 1073 0 994 1520 0 994 1881.8
1 145 181.5 0 145 42 0 145 404.5 0 145 305 0 145 225 0 145 218.5 1 145 343.5
0 910 644 0 910 237 1 910 2279 1 910 1900 1 910 1043 1 910 1530 1 910 1547
0 897 538.5 1 897 191.4 1 897 2416.5 1 897 1902 0 897 1090 0 897 1461.5 1 897 1583.9
1 308 306 1 308 224.6 1 308 876 0 308 693 1 308 455 1 308 479 0 308 562.6
0 9 162.5 0 9 195.8 1 9 151.5 1 9 65 1 9 87 1 9 85.5 0 9 27.3
1 108 149 1 108 213.6 0 108 313 0 108 394 1 108 167 0 108 257 0 108 358.6
0 790 540 0 790 201 0 790 1989 1 790 1594 1 790 810 0 790 1381 0 790 1493
1 523 349.5 0 523 104.6 0 523 1344.5 0 523 1208 1 523 580 1 523 795.5 0 523 1023.1
0 788 505 0 788 165.6 0 788 2000 1 788 1737 0 788 814 1 788 1259 0 788 1508.6
0 20 107 0 20 13 0 20 182 0 20 185 1 20 168 1 20 113 1 20 141
0 546 300 1 546 267.2 0 546 1550 1 546 1131 0 546 590 0 546 998 1 546 954.2
0 12 154 1 12 120.4 0 12 129 0 12 45 0 12 191 1 12 83 0 12 57.4
1 33 211.5 0 33 183.6 0 33 249.5 0 33 252 0 33 33 1 33 199.5 1 33 102.1
1 2 64 0 2 165.4 0 2 58 1 2 87 1 2 118 1 2 172 0 2 103.4
0 34 192 0 34 85.8 1 34 212 0 34 118 0 34 202 1 34 170 1 34 133.8
0 927 605.5 1 927 378.4 0 927 2381.5 0 927 2019 0 927 1109 1 927 1502.5 1 927 1630.9
0 784 554 1 784 252.8 0 784 2124 1 784 1593 1 784 817 0 784 1340 0 784 1408.8
1 110 141 0 110 184 0 110 337 1 110 311 0 110 237 1 110 298 0 110 364
0 808 474 0 808 328.6 0 808 2093 1 808 1749 0 808 871 0 808 1350 1 808 1506.6
0 954 591 0 954 326.8 1 954 2409 1 954 1916 0 954 1006 0 954 1598 0 954 1791.8
1 901 641.5 1 901 232.2 1 901 2364.5 0 901 1865 1 901 1099 0 901 1366.5 0 901 1587.7
0 429 369.5 0 429 149.8 0 429 1212.5 1 429 970 0 429 627 1 429 768.5 0 429 837.3
1 545 360.5 1 545 206 1 545 1486.5 1 545 1241 0 545 572 0 545 936.5 1 545 989.5
0 635 455.5 0 635 291 0 635 1762.5 1 635 1383 0 635 762 1 635 966.5 1 635 1269.5
1 291 310.5 0 291 125.2 0 291 733.5 1 291 764 0 291 296 0 291 533.5 1 291 598.7
1 735 479.5 0 735 194 1 735 1986.5 1 735 1517 0 735 928 1 735 1260.5 0 735 1342.5
1 499 264.5 0 499 111.8 1 499 1372.5 1 499 1186 0 499 665 1 499 769.5 1 499 950.3
0 398 272 1 398 242.6 0 398 1140 0 398 883 0 398 564 0 398 611 1 398 733.6
1 31 148.5 0 31 130.2 0 31 85.5 0 31 76 0 31 141 1 31 160.5 1 31 238.7
1 73 44.5 0 73 37.6 0 73 217.5 1 73 231 0 73 216 0 73 178.5 1 73 223.1
0 116 116 1 116 56.2 1 116 305 1 116 240 1 116 249 1 116 348 1 116 251.2
1 302 191 1 302 79.4 1 302 921 1 302 653 1 302 321 0 302 566 0 302 700.4
1 904 629 1 904 316.8 1 904 2365 0 904 1969 0 904 1078 1 904 1440 1 904 1621.8
1 147 196.5 0 147 88.4 1 147 566.5 1 147 493 0 147 216 1 147 258.5 0 147 339.9
0 561 389.5 1 561 233.2 1 561 1452.5 0 561 1277 0 561 584 1 561 1030.5 1 561 1104.7
0 654 480 1 654 146.8 0 654 1756 1 654 1358 0 654 675 1 654 1079 1 654 1170.8
1 744 457 1 744 236.8 0 744 1932 0 744 1681 1 744 760 0 744 1187 0 744 1426.8
1 892 574 1 892 214.4 1 892 2396 0 892 1924 0 892 1083 0 892 1502 0 892 1572.4
0 158 133 1 158 198.6 0 158 483 1 158 410 0 158 325 1 158 404 1 158 275.6
1 56 116 0 56 114.2 1 56 223 1 56 258 0 56 214 0 56 177 0 56 150.2
1 943 598.5 1 943 211.6 0 943 2512.5 0 943 2078 0 943 1000 1 943 1604.5 0 943 1734.1
0 187 144.5 1 187 167.4 1 187 481.5 1 187 500 0 187 372 0 187 333.5 1 187 496.9
1 703 492.5 1 703 291.6 1 703 1783.5 0 703 1594 1 703 735 0 703 1210.5 0 703 1379.1
0 853 560.5 0 853 268.6 1 853 2285.5 1 853 1746 0 853 878 0 853 1287.5 0 853 1498.1
1 285 274.5 0 285 162 0 285 776.5 0 285 739 0 285 420 1 285 474.5 0 285 568.5
0 330 315 1 330 110 0 330 960 1 330 791 1 330 371 0 330 578 0 330 759
1 230 183 0 230 144 0 230 767 1 230 523 0 230 398 0 230 400 1 230 490
0 861 619.5 1 861 192.2 0 861 2257.5 1 861 1866 1 861 1055 1 861 1490.5 1 861 1496.7
0 905 609.5 0 905 351 0 905 2298.5 1 905 1993 1 905 1070 1 905 1447.5 0 905 1724.5
1 428 404 1 428 96.6 0 428 1203 1 428 971 0 428 499 1 428 772 1 428 879.6
0 810 566 1 810 252 0 810 2044 0 810 1683 0 810 980 0 810 1405 0 810 1480
0 865 577.5 1 865 211 0 865 2230.5 0 865 1918 1 865 924 1 865 1412.5 1 865 1503.5
1 660 386 0 660 163 1 660 1687 1 660 1420 0 660 672 0 660 1111 0 660 1285
1 252 201 0 252 168.4 1 252 734 0 252 661 0 252 369 0 252 395 1 252 524.4
0 102 200 1 102 42.4 1 102 446 0 102 308 0 102 109 0 102 242 1 102 320.4
1 514 339 1 514 285.8 0 514 1379 0 514 1174 1 514 668 1 514 794 1 514 1068.8
0 520 430 1 520 296 1 520 1466 1 520 1223 0 520 714 0 520 940 1 520 905
1 54 141 0 54 183.8 1 54 177 1 54 236 0 54 241 0 54 85 1 54 276.8
1 889 594.5 1 889 353.8 1 889 2316.5 1 889 1929 1 889 1005 1 889 1368.5 0 889 1603.3
1 679 519.5 0 679 223.8 0 679 1826.5 0 679 1358 0 679 751 0 679 1083.5 1 679 1174.3
1 123 107.5 1 123 158.6 0 123 337.5 1 123 316 1 123 249 0 123 382.5 1 123 370.1
0 304 331 1 304 143.8 1 304 766 0 304 692 0 304 312 0 304 551 0 304 531.8
0 287 315.5 1 287 67.4 1 287 816.5 0 287 650 0 287 446 1 287 584.5 0 287 599.9
1 253 265.5 1 253 166.6 1 253 830.5 1 253 673 0 253 266 0 253 463.5 1 253 497.1
1 501 287.5 1 501 240.2 0 501 1302.5 0 501 1002 1 501 674 0 501 936.5 0 501 921.7
1 836 595 0 836 197.2 0 836 2259 1 836 1700 1 836 950 0 836 1397 1 836 1606.2
1 628 330 1 628 283.6 1 628 1617 0 628 1263 0 628 720 0 628 1054 1 628 1108.6
0 980 506 1 980 239 0 980 2460 0 980 2064 1 980 1146 1 980 1539 1 980 1678
0 698 430 1 698 208.6 1 698 1872 0 698 1397 1 698 877 1 698 1132 0 698 1339.6
0 486 257 1 486 144.2 1 486 1318 1 486 1090 0 486 519 1 486 855 1 486 967.2
0 383 261.5 0 383 248.6 1 383 1069.5 0 383 771 0 383 486 1 383 650.5 1 383 750.1
0 858 506 0 858 259.6 0 858 2216 1 858 1807 0 858 989 1 858 1302 0 858 1460.6
1 935 537.5 0 935 290 1 935 2487.5 1 935 1901 1 935 1005 0 935 1521.5 1 935 1752.5
1 410 292 0 410 189 0 410 1030 0 410 977 0 410 467 0 410 708 0 410 708
1 557 295.5 0 557 223.4 0 557 1586.5 1 557 1272 1 557 659 1 557 837.5 1 557 960.9
1 581 388.5 1 581 311.2 1 581 1464.5 0 581 1256 0 581 734 1 581 956.5 0 581 1042.7
1 807 448.5 0 807 279.4 1 807 2105.5 0 807 1758 0 807 881 0 807 1248.5 0 807 1494.9
1 765 431.5 0 765 304 1 765 2065.5 1 765 1616 1 765 766 1 765 1294.5 0 765 1446.5
0 603 363.5 1 603 160.6 0 603 1520.5 0 603 1264 1 603 706 0 603 1064.5 0 603 1201.1
0 493 347.5 1 493 143.6 1 493 1413.5 1 493 1085 1 493 642 0 493 763.5 1 493 947.1
1 294 258 1 294 108.8 1 294 843 1 294 642 1 294 448 1 294 453 1 294 543.8
0 820 574 0 820 206 1 820 2176 0 820 1698 0 820 956 1 820 1349 1 820 1569
0 506 284 1 506 254.2 1 506 1325 0 506 1016 0 506 524 0 506 844 0 506 922.2
0 635 353.5 1 635 246 1 635 1635.5 0 635 1300 1 635 776 1 635 1101.5 1 635 1208.5
1 944 536 0 944 221.8 1 944 2452 0 944 1989 0 944 960 0 944 1521 1 944 1660.8
1 572 300 0 572 299.4 1 572 1491 0 572 1217 0 572 717 1 572 941 0 572 1088.4
1 607 391.5 0 607 153.4 1 607 1529.5 1 607 1218 1 607 724 0 607 974.5 0 607 1058.9
1 286 165 0 286 204.2 1 286 754 0 286 634 1 286 440 1 286 430 0 286 648.2
1 303 195.5 1 303 76.6 1 303 880.5 1 303 780 1 303 409 0 303 509.5 0 303 606.1
0 997 585.5 1 997 368.4 0 997 2590.5 0 997 2188 1 997 1183 1 997 1629.5 0 997 1732.9
0 344 268 0 344 203.8 0 344 951 1 344 864 0 344 352 1 344 659 0 344 693.8
0 330 274 1 330 105 1 330 945 1 330 705 0 330 514 0 330 514 1 330 642
1 436 246 0 436 168.2 0 436 1237 1 436 1014 0 436 622 0 436 758 1 436 881.2
0 927 569.5 1 927 306.4 0 927 2327.5 0 927 1856 1 927 1080 1 927 1536.5 1 927 1622.9
0 214 256 1 214 164.8 0 214 557 0 214 577 1 214 288 0 214 341 1 214 363.8
1 908 541 0 908 373.6 1 908 2332 1 908 2000 0 908 1036 1 908 1415 0 908 1698.6
0 266 244 1 266 53.2 0 266 666 0 266 641 1 266 446 0 266 428 0 266 629.2
1 492 274 0 492 228.4 1 492 1273 1 492 992 0 492 524 0 492 915 1 492 953.4
1 45 56.5 1 45 25 0 45 210.5 0 45 155 1 45 140 1 45 160.5 0 45 149.5
1 968 530 1 968 346.6 0 968 2448 1 968 2081 0 968 1157 0 968 1630 0 968 1674.6
0 569 482.5 1 569 266.8 1 569 1613.5 1 569 1177 1 569 702 0 569 1031.5 0 569 1066.3
1 802 487 0 802 276.4 0 802 2025 0 802 1750 0 802 881 1 802 1226 1 802 1413.4
1 648 327 1 648 207.6 0 648 1646 0 648 1395 1 648 670 1 648 1107 1 648 1189.6
0 25 70.5 1 25 128 1 25 165.5 1 25 238 1 25 173 1 25 211.5 0 25 211.5
0 119 233.5 1 119 218.8 1 119 370.5 1 119 335 1 119 159 1 119 350.5 0 119 401.3
0 359 244.5 0 359 208.8 0 359 919.5 1 359 789 0 359 436 0 359 686.5 0 359 741.3
1 813 469.5 1 813 190.6 0 813 2218.5 0 813 1785 1 813 954 0 813 1416.5 1 813 1515.1
1 916 524 1 916 217.2 1 916 2356 0 916 1968 0 916 1059 1 916 1544 0 916 1632.2
0 804 509 1 804 255.8 1 804 2158 0 804 1734 0 804 935 1 804 1296 0 804 1514.8
1 134 263 1 134 149.8 1 134 338 0 134 331 0 134 155 0 134 209 1 134 384.8
0 825 424.5 0 825 324 0 825 2079.5 0 825 1841 0 825 851 1 825 1283.5 1 825 1407.5
0 633 387.5 1 633 262.6 0 633 1736.5 1 633 1362 1 633 772 1 633 1043.5 0 633 1089.1
1 211 221.5 0 211 202.2 1 211 715.5 1 211 599 0 211 317 0 211 417.5 0 211 358.7
1 588 487 1 588 135.6 0 588 1650 0 588 1342 0 588 621 1 588 1024 0 588 1194.6
0 423 360.5 0 423 116.6 0 423 1233.5 1 423 927 0 423 528 1 423 782.5 0 423 849.1
1 28 210 0 28 46.6 0 28 257 0 28 56 1 28 62 1 28 136 0 28 201.6
0 469 245.5 0 469 258.8 0 469 1343.5 1 469 1132 0 469 575 1 469 844.5 0 469 911.3
0 645 376.5 1 645 268 1 645 1738.5 1 645 1489 0 645 783 0 645 969.5 1 645 1252.5
1 632 500 0 632 201.4 1 632 1688 1 632 1285 0 632 661 1 632 1006 1 632 1231.4
1 781 535.5 0 781 189.2 0 781 1988.5 0 781 1599 0 781 799 0 781 1242.5 0 781 1448.7
1 828 613 1 828 177.6 0 828 2161 1 828 1849 0 828 883 1 828 1440 0 828 1496.6
1 976 550 0 976 319.2 0 976 2581 1 976 2060 1 976 1048 0 976 1662 0 976 1791.2
1 996 539 1 996 355.2 1 996 2567 0 996 2186 0 996 1031 1 996 1584 0 996 1810.2
0 619 315.5 1 619 292.8 0 619 1710.5 0 619 1346 0 619 700 0 619 1078.5 0 619 1081.3
0 101 161.5 1 101 142.2 0 101 281.5 1 101 237 1 101 232 1 101 291.5 0 101 174.7
0 268 287 1 268 108.6 0 268 819 1 268 659 1 268 269 0 268 601 0 268 631.6
1 382 256 1 382 99.4 1 382 1068 1 382 872 1 382 517 0 382 638 0 382 688.4
1 206 113 1 206 182.2 0 206 609 1 206 476 0 206 396 0 206 421 0 206 460.2
0 637 438.5 1 637 141.4 0 637 1615.5 0 637 1452 0 637 807 1 637 1140.5 1 637 1109.9
1 671 485.5 0 671 182.2 0 671 1771.5 1 671 1533 1 671 717 1 671 1041.5 1 671 1186.7
1 227 127.5 0 227 222.4 1 227 637.5 0 227 642 1 227 274 1 227 482.5 0 227 431.9
0 988 581 1 988 361.6 0 988 2611 0 988 2165 1 988 994 0 988 1679 0 988 1698.6
1 640 404 1 640 145 0 640 1799 0 640 1478 0 640 741 1 640 994 0 640 1149
0 641 347.5 1 641 272.2 1 641 1753.5 0 641 1336 0 641 795 0 641 988.5 0 641 1161.7
0 451 289.5 0 451 260.2 0 451 1232.5 0 451 1074 0 451 641 0 451 770.5 0 451 815.7
0 748 395 0 748 174.6 1 748 1904 1 748 1588 0 748 908 1 748 1314 0 748 1296.6
1 560 291 1 560 198 1 560 1549 0 560 1187 0 560 704 0 560 893 0 560 1026
1 3 71.5 0 3 37.6 1 3 164.5 0 3 84 1 3 65 1 3 26.5 0 3 57.1
0 532 323 1 532 168.4 0 532 1424 1 532 1161 1 532 591 1 532 940 1 532 954.4
1 925 547.5 0 925 194 1 925 2334.5 1 925 1872 0 925 981 1 925 1507.5 0 925 1745.5
0 878 570 0 878 265.6 1 878 2261 0 878 1759 0 878 958 0 878 1329 0 878 1639.6
0 622 460 1 622 288.4 1 622 1643 1 622 1283 1 622 807 1 622 1105 1 622 1193.4
1 700 412 0 700 238 1 700 1765 1 700 1590 0 700 764 1 700 1236 0 700 1371
0 325 263.5 1 325 132 0 325 830.5 0 325 675 1 325 439 0 325 619.5 1 325 739.5
1 157 116.5 0 157 141.4 0 157 394.5 1 157 390 0 157 217 1 157 353.5 1 157 359.9
0 439 281.5 1 439 112.8 0 439 1196.5 1 439 885 1 439 453 1 439 810.5 0 439 901.3
0 732 537 0 732 271.4 0 732 1926 0 732 1512 0 732 834 1 732 1201 0 732 1300.4
1 369 290.5 0 369 125.8 1 369 1069.5 0 369 883 0 369 383 1 369 570.5 0 369 634.3
1 937 571.5 1 937 355.4 1 937 2441.5 1 937 1965 1 937 1041 0 937 1573.5 1 937 1679.9
1 315 204.5 1 315 112 0 315 908.5 1 315 664 0 315 334 1 315 518.5 0 315 674.5
0 502 446 0 502 202.4 0 502 1280 0 502 1118 1 502 607 0 502 845 1 502 995.4
0 489 370.5 1 489 173.8 0 489 1225.5 0 489 997 0 489 606 0 489 801.5 0 489 994.3
0 303 176.5 1 303 204.6 0 303 761.5 1 303 649 0 303 367 1 303 525.5 1 303 571.1
0 735 457.5 0 735 264 1 735 1891.5 1 735 1567 0 735 839 0 735 1151.5 0 735 1311.5
0 738 396 0 738 254.6 0 738 1987 1 738 1587 0 738 772 1 738 1215 0 738 1451.6
0 719 482.5 1 719 230.8 1 719 1950.5 1 719 1486 1 719 879 0 719 1126.5 1 719 1403.3
0 140 104 0 140 45 0 140 522 0 140 418 0 140 306 0 140 300 1 140 394
1 483 380.5 0 483 216.6 0 483 1313.5 0 483 1150 1 483 659 0 483 803.5 1 483 1003.1
1 127 63.5 0 127 97.4 0 127 469.5 0 127 350 1 127 184 1 127 252.5 0 127 412.9
1 308 289 1 308 170.6 1 308 863 1 308 785 0 308 342 1 308 561 0 308 559.6
1 881 626.5 0 881 256.2 1 881 2367.5 0 881 1847 0 881 902 1 881 1499.5 1 881 1670.7
1 498 338 1 498 277.6 1 498 1352 0 498 1155 0 498 586 0 498 874 0 498 980.6
1 216 182 0 216 226.2 0 216 739 1 216 605 0 216 400 1 216 350 1 216 399.2
0 931 489.5 1 931 260.2 0 931 2450.5 0 931 1944 0 931 985 1 931 1594.5 0 931 1653.7
0 369 224.5 0 369 192.8 1 369 1078.5 0 369 808 1 369 455 1 369 640.5 0 369 742.3
0 613 439.5 0 613 217.6 0 613 1586.5 1 613 1308 0 613 721 0 613 1072.5 0 613 1126.1
0 884 501 0 884 321.8 0 884 2373 0 884 1825 0 884 971 1 884 1337 1 884 1537.8
0 500 420 0 500 246 1 500 1334 1 500 1163 1 500 536 1 500 912 0 500 981
0 285 301.5 1 285 255 0 285 716.5 1 285 729 0 285 415 0 285 586.5 1 285 619.5
1 413 259.5 0 413 143.6 1 413 1193.5 0 413 948 0 413 569 1 413 666.5 0 413 771.1
0 436 404 1 436 122.2 0 436 1102 0 436 979 1 436 594 0 436 752 1 436 755.2
1 679 453.5 0 679 300.8 0 679 1785.5 0 679 1377 1 679 815 1 679 1194.5 0 679 1209.3
1 0 174 0 0 102 0 0 89 1 0 147 1 0 183 1 0 95 1 0 6
1 169 140.5 1 169 155.8 0 169 452.5 0 169 346 1 169 308 1 169 306.5 0 169 361.3
0 689 396.5 0 689 167.8 0 689 1815.5 1 689 1450 0 689 720 1 689 1062.5 1 689 1294.3
1 322 260 1 322 124.4 1 322 981 0 322 806 0 322 331 0 322 483 1 322 733.4
0 861 629.5 1 861 322.2 0 861 2229.5 1 861 1801 0 861 985 0 861 1328.5 0 861 1529.7
0 484 391 1 484 96.8 0 484 1355 0 484 1120 1 484 548 0 484 830 0 484 945.8
1 394 301 0 394 176.8 0 394 1000 1 394 903 1 394 407 1 394 618 1 394 715.8
0 435 285.5 0 435 152 0 435 1264.5 0 435 1021 0 435 615 0 435 707.5 0 435 809.5
1 576 422 0 576 277.2 0 576 1477 1 576 1211 0 576 701 0 576 1040 1 576 1054.2
0 845 515.5 0 845 343 1 845 2263.5 1 845 1699 1 845 933 0 845 1412.5 0 845 1623.5
1 745 483.5 0 745 177 0 745 1922.5 0 745 1601 1 745 767 1 745 1214.5 1 745 1414.5
1 745 559.5 1 745 302 1 745 2054.5 1 745 1680 1 745 843 1 745 1230.5 0 745 1381.5
1 848 434 0 848 297.6 0 848 2198 1 848 1890 0 848 862 1 848 1376 1 848 1587.6
0 494 421 0 494 250.8 0 494 1309 1 494 1033 1 494 560 1 494 901 0 494 1024.8
0 894 638 1 894 269.8 1 894 2306 0 894 1946 0 894 1069 1 894 1477 1 894 1595.8
1 308 269 1 308 193.6 0 308 803 1 308 720 0 308 479 1 308 519 1 308 543.6
0 768 423 0 768 350.6 1 768 1973 0 768 1629 1 768 770 0 768 1230 0 768 1319.6
1 749 568.5 1 749 219.8 1 749 2034.5 1 749 1551 1 749 766 1 749 1160.5 1 749 1437.3
1 700 426 0 700 302 0 700 1810 0 700 1593 1 700 889 0 700 1051 1 700 1326
0 939 564.5 1 939 293.8 0 939 2356.5 1 939 1890 1 939 996 1 939 1430.5 0 939 1714.3
1 84 82 1 84 109.8 1 84 335 1 84 184 0 84 190 1 84 295 0 84 175.8
0 884 576 0 884 219.8 1 884 2362 1 884 1783 0 884 964 0 884 1336 0 884 1581.8
1 561 319.5 1 561 114.2 1 561 1440.5 0 561 1192 0 561 677 0 561 1018.5 0 561 1112.7
1 926 586 1 926 300.2 1 926 2420 0 926 1896 0 926 1109 1 926 1568 1 926 1726.2
0 633 372.5 0 633 138.6 1 633 1662.5 1 633 1327 0 633 660 1 633 1052.5 1 633 1256.1
0 626 453 1 626 205.2 0 626 1613 1 626 1410 1 626 732 1 626 984 1 626 1168.2
1 4 63 1 4 39.8 0 4 159 1 4 149 0 4 70 1 4 47 0 4 89.8
0 983 653.5 1 983 198.6 0 983 2516.5 0 983 2059 1 983 1149 0 983 1585.5 1 983 1690.1
0 571 416.5 1 571 180.2 0 571 1518.5 0 571 1153 0 571 763 1 571 1050.5 0 571 1050.7
1 994 517 0 994 297.8 0 994 2583 0 994 2048 0 994 1032 0 994 1500 0 994 1779.8
1 692 362 1 692 311.4 1 692 1842 1 692 1450 0 692 776 1 692 1062 1 692 1362.4
1 530 340 0 530 124 0 530 1476 1 530 1115 1 530 667 0 530 957 1 530 1012
1 889 500.5 0 889 360.8 1 889 2269.5 0 889 1873 1 889 1084 0 889 1481.5 0 889 1638.3
