612 741 1
838 470 1
196 155 0
328 102 0
759 601 1
166 541 0
985 912 1
1 178 0
655 576 1
879 593 1
922 197 1
436 42 1
629 895 1
938 943 1
440 364 1
471 341 1
52 413 0
296 228 0
566 577 1
345 739 1
781 669 1
794 845 1
531 697 1
806 517 1
682 55 1
950 608 1
369 385 1
276 796 1
717 418 1
702 976 1
442 719 1
824 985 1
574 952 1
736 587 1
139 424 0
171 328 0
215 522 0
624 250 1
755 884 1
74 240 0
61 697 0
893 991 1
681 473 1
218 443 0
734 603 1
84 230 0
610 380 1
163 794 0
426 410 1
14 666 0
396 19 0
8 89 0
971 656 1
738 4 1
597 347 1
160 72 0
677 873 1
175 212 0
471 849 1
16 309 0
799 954 1
957 602 1
406 768 1
409 620 1
280 498 0
806 678 1
317 174 0
394 250 1
87 924 0
712 331 1
547 803 1
336 45 0
990 490 1
202 694 0
208 201 0
249 464 0
136 490 0
261 656 0
689 626 1
75 391 0
140 794 0
837 826 1
276 289 0
885 343 1
709 591 1
418 517 1
427 20 1
4 887 0
982 676 1
846 129 1
300 129 0
716 730 1
912 845 1
424 192 1
508 296 1
509 262 1
969 32 1
345 171 0
957 586 1
785 43 1
400 595 1
684 101 1
835 289 1
580 66 1
71 785 0
471 20 1
463 123 1
132 467 0
648 797 1
896 173 1
796 500 1
48 686 0
505 947 1
285 963 1
786 968 1
430 33 1
285 480 0
329 657 1
713 641 1
558 2 1
476 216 1
943 940 1
846 428 1
626 652 1
715 748 1
295 498 0
464 130 1
610 880 1
802 191 1
767 961 1
385 14 0
525 415 1
526 541 1
48 677 0
582 327 1
243 927 1
539 551 1
123 17 0
433 289 1
534 737 1
414 644 1
668 116 1
381 532 1
203 218 0
961 815 1
237 211 0
543 593 1
23 146 0
626 644 1
669 51 1
902 43 1
669 920 1
510 503 1
358 146 0
217 65 0
0 797 0
136 830 0
367 993 1
749 803 1
870 21 1
586 819 1
896 802 1
210 612 0
69 16 0
72 244 0
272 646 1
87 417 0
185 589 0
282 190 0
451 414 1
631 737 1
874 456 1
104 357 0
29 431 0
381 589 1
544 263 1
431 264 1
854 100 1
8 397 0
479 658 1
804 100 1
668 478 1
662 243 1
221 920 1
583 216 1
629 255 1
765 281 1
409 109 1
199 219 0
186 223 0
366 886 1
347 689 1
763 453 1
524 944 1
761 194 1
281 94 0
18 170 0
744 988 1
66 975 0
729 787 1
134 75 0
988 825 1
839 428 1
265 918 1
364 39 0
971 168 1
627 345 1
802 835 1
929 679 1
757 325 1
546 307 1
801 315 1
802 202 1
172 913 0
598 968 1
798 617 1
252 368 0
934 103 1
455 298 1
307 102 0
98 695 0
446 424 1
882 582 1
473 468 1
632 41 1
210 30 0
766 358 1
806 401 1
103 524 0
979 251 1
4 981 0
948 722 1
421 339 1
114 206 0
111 419 0
708 3 1
519 386 1
47 214 0
492 990 1
536 932 1
414 819 1
455 761 1
736 183 1
187 667 0
527 515 1
481 830 1
217 425 0
595 783 1
308 224 0
326 439 1
490 620 1
853 449 1
525 640 1
631 378 1
704 557 1
771 901 1
840 926 1
331 232 0
294 851 1
705 353 1
466 269 1
80 971 0
736 877 1
198 0 0
750 918 1
927 557 1
16 303 0
537 891 1
521 765 1
646 275 1
795 189 1
482 46 1
900 918 1
22 729 0
930 314 1
280 346 0
69 956 0
425 747 1
146 330 0
576 402 1
189 463 0
223 752 0
180 594 0
975 832 1
243 235 0
911 526 1
604 31 1
839 113 1
107 73 0
386 650 1
933 189 1
334 436 1
530 372 1
439 346 1
294 719 1
905 814 1
61 840 0
352 873 1
135 879 0
104 38 0
151 529 0
507 115 1
959 298 1
152 907 0
810 38 1
19 514 0
61 160 0
681 605 1
220 176 0
703 24 1
596 180 1
888 988 1
654 595 1
150 349 0
64 210 0
689 35 1
913 901 1
289 327 0
502 110 1
565 689 1
210 542 0
549 946 1
227 523 0
474 861 1
142 324 0
705 160 1
997 576 1
604 390 1
912 764 1
510 354 1
811 94 1
729 392 1
466 595 1
497 40 1
407 824 1
679 485 1
583 672 1
679 130 1
707 344 1
697 93 1
229 192 0
459 910 1
77 776 0
524 150 1
700 626 1
726 685 1
287 162 0
665 287 1
165 2 0
997 867 1
492 379 1
603 799 1
213 221 0
465 239 1
363 759 1
710 475 1
960 892 1
981 954 1
790 179 1
221 672 0
29 770 0
328 858 1
144 215 0
888 863 1
503 259 1
623 636 1
223 138 0
921 244 1
529 596 1
326 337 0
396 897 1
347 893 1
821 274 1
125 845 0
365 2 0
230 402 0
731 972 1
902 942 1
217 150 0
47 860 0
928 786 1
138 725 0
120 735 0
99 575 0
951 800 1
306 249 0
103 927 0
61 917 0
90 128 0
291 451 0
834 818 1
612 260 1
98 399 0
404 599 1
237 263 0
657 45 1
227 271 0
308 747 1
50 434 0
805 639 1
940 973 1
57 911 0
169 749 0
620 801 1
457 73 1
493 1 1
719 845 1
668 227 1
975 623 1
455 860 1
316 435 1
515 911 1
4 585 0
587 76 1
915 475 1
663 734 1
759 2 1
74 684 0
967 796 1
859 23 1
976 633 1
284 225 0
351 495 1
348 599 1
809 947 1
126 110 0
696 693 1
403 182 1
732 155 1
914 721 1
244 945 1
928 872 1
440 701 1
664 154 1
386 477 1
977 858 1
847 14 1
57 88 0
344 672 1
826 393 1
157 561 0
721 812 1
269 651 0
609 578 1
892 259 1
130 55 0
164 632 0
592 459 1
455 54 1
149 885 0
671 745 1
884 485 1
534 61 1
193 629 0
710 324 1
751 419 1
150 998 0
30 440 0
374 327 1
730 391 1
690 781 1
503 885 1
280 402 0
406 886 1
598 23 1
815 667 1
789 292 1
106 134 0
712 919 1
590 393 1
111 753 0
681 513 1
415 423 1
589 139 1
349 851 1
292 324 0
862 893 1
865 370 1
941 564 1
344 521 1
570 424 1
93 716 0
810 879 1
735 761 1
545 877 1
40 964 0
771 175 1
182 422 0
951 221 1
416 611 1
370 531 1
664 130 1
53 186 0
867 288 1
402 748 1
972 623 1
778 373 1
481 363 1
810 286 1
930 762 1
799 902 1
980 87 1
518 36 1
111 862 0
468 417 1
739 721 1
44 821 0
770 531 1
284 742 1
845 155 1
386 787 1
262 657 0
830 790 1
703 704 1
792 399 1
469 225 1
286 371 0
100 903 0
476 579 1
574 221 1
677 404 1
215 324 0
278 648 1
106 920 0
1 644 0
796 682 1
531 98 1
322 522 1
250 480 0
608 734 1
130 922 0
856 213 1
140 492 0
314 765 1
908 171 1
52 437 0
40 486 0
131 815 0
923 632 1
556 350 1
201 431 0
973 89 1
236 68 0
549 192 1
889 271 1
307 437 0
25 219 0
474 582 1
424 912 1
602 164 1
688 875 1
219 526 0
475 748 1
100 908 0
678 677 1
513 310 1
146 990 0
593 760 1
410 951 1
718 267 1
547 724 1
47 368 0
491 783 1
288 837 1
569 25 1
207 248 0
935 785 1
913 274 1
522 725 1
743 127 1
767 445 1
791 786 1
154 397 0
150 749 0
598 757 1
488 923 1
307 906 1
324 196 0
348 836 1
603 520 1
149 460 0
695 435 1
280 609 1
806 587 1
463 406 1
853 529 1
889 207 1
850 102 1
977 189 1
853 637 1
18 654 0
836 793 1
67 734 0
733 718 1
751 559 1
373 639 1
481 272 1
387 631 1
281 7 0
234 8 0
897 42 1
562 145 1
933 570 1
810 53 1
256 588 0
667 226 1
980 373 1
919 237 1
786 380 1
60 855 0
719 445 1
552 621 1
564 320 1
647 541 1
483 184 1
708 881 1
278 274 0
977 643 1
964 593 1
776 818 1
564 158 1
477 592 1
213 112 0
860 536 1
934 244 1
107 113 0
199 292 0
12 314 0
847 329 1
531 578 1
620 240 1
601 689 1
905 79 1
823 717 1
979 767 1
958 162 1
521 408 1
855 981 1
571 447 1
961 490 1
647 999 1
761 19 1
145 311 0
491 514 1
324 157 0
310 873 1
468 762 1
512 46 1
870 29 1
561 697 1
935 389 1
90 419 0
506 837 1
947 49 1
645 749 1
837 930 1
99 193 0
796 30 1
111 873 0
113 530 0
475 743 1
344 874 1
834 188 1
803 845 1
464 371 1
499 880 1
538 805 1
658 767 1
436 915 1
974 958 1
766 603 1
986 634 1
565 923 1
916 415 1
873 382 1
942 286 1
520 251 1
827 57 1
194 408 0
813 76 1
542 419 1
394 87 1
313 32 0
421 278 1
135 511 0
841 812 1
901 725 1
271 162 0
705 78 1
537 609 1
561 777 1
97 456 0
525 904 1
892 218 1
478 130 1
247 795 1
339 765 1
37 940 0
436 268 1
733 262 1
786 263 1
365 944 1
946 897 1
842 93 1
548 639 1
806 536 1
819 163 1
912 136 1
820 8 1
584 879 1
494 494 1
243 757 0
249 805 1
330 361 1
836 766 1
171 395 0
960 381 1
611 551 1
912 390 1
973 174 1
684 558 1
358 416 1
479 67 1
650 550 1
269 672 1
189 276 0
500 442 1
615 211 1
59 84 0
351 798 1
69 607 0
964 124 1
732 404 1
845 177 1
507 405 1
330 885 1
168 692 0
311 529 1
255 830 1
268 288 0
854 714 1
428 457 1
418 345 1
764 352 1
138 951 0
903 670 1
461 828 1
711 871 1
374 386 1
597 540 1
609 4 1
161 907 0
621 307 1
1 466 0
962 626 1
730 586 1
105 264 0
24 973 0
200 376 0
778 935 1
87 41 0
59 534 0
20 450 0
916 508 1
134 31 0
345 211 0
138 58 0
921 4 1
47 657 0
954 341 1
745 602 1
374 139 1
854 551 1
116 664 0
824 143 1
198 547 0
343 62 0
188 478 0
616 874 1
815 626 1
597 271 1
300 639 1
820 691 1
808 812 1
854 114 1
599 485 1
835 658 1
824 941 1
822 389 1
51 48 0
452 77 1
959 40 1
241 406 0
974 233 1
935 156 1
2 90 0
125 775 0
816 22 1
348 731 1
737 42 1
582 375 1
212 107 0
325 352 0
963 675 1
541 850 1
28 801 0
218 71 0
16 630 0
31 75 0
920 511 1
696 665 1
362 369 1
883 913 1
904 530 1
430 660 1
237 592 0
837 235 1
606 429 1
458 429 1
446 123 1
107 628 0
116 844 0
168 868 0
138 144 0
359 420 1
842 63 1
643 619 1
800 165 1
941 650 1
367 370 1
244 577 0
770 66 1
932 421 1
58 793 0
942 484 1
273 123 0
262 601 0
124 519 0
845 716 1
377 939 1
694 200 1
853 963 1
806 995 1
273 816 1
966 889 1
42 204 0
777 657 1
977 208 1
740 999 1
970 247 1
784 257 1
901 554 1
313 72 0
843 364 1
12 763 0
719 974 1
222 458 0
331 608 1
528 326 1
621 991 1
990 751 1
663 410 1
563 617 1
355 742 1
246 841 1
772 89 1
137 47 0
423 861 1
379 214 1
149 992 0
29 718 0
407 544 1
692 710 1
379 950 1
765 869 1
702 163 1
762 299 1
823 695 1
314 685 1
854 128 1
312 660 1
562 902 1
674 762 1
282 607 1
470 201 1
467 560 1
366 252 1
438 176 1
720 949 1
271 443 0
153 661 0
325 380 1
183 201 0
570 551 1
947 575 1
899 717 1
146 120 0
985 547 1
979 100 1
47 573 0
904 528 1
98 341 0
766 668 1
740 186 1
50 977 0
388 215 1
348 941 1
483 804 1
319 837 1
97 64 0
505 963 1
344 830 1
980 497 1
851 636 1
453 352 1
731 881 1
547 24 1
915 890 1
550 315 1
524 386 1
272 536 0
142 965 0
130 463 0
391 549 1
504 345 1
54 567 0
472 966 1
848 237 1
457 419 1
987 976 1
250 338 0
168 658 0
391 63 1
916 307 1
564 259 1
307 469 1
498 770 1
387 80 1
784 185 1
820 299 1
15 110 0
977 639 1
982 134 1
173 550 0
214 168 0
834 485 1
719 970 1
937 737 1
964 456 1
143 107 0
281 706 1
115 536 0
495 494 1
818 474 1
243 829 1
234 209 0
839 196 1
320 958 1
425 432 1
915 28 1
190 45 0
274 82 0
880 951 1
334 887 1
69 540 0
462 172 1
533 683 1
363 297 1
770 786 1
860 653 1
505 834 1
229 596 0
12 213 0
611 494 1
946 735 1
159 286 0
125 311 0
207 48 0
405 87 1
898 82 1
358 958 1
713 315 1
396 471 1
910 421 1
122 392 0
547 499 1
819 171 1
770 912 1
50 135 0
213 559 0
336 328 1
553 422 1
774 183 1
352 361 1
631 749 1
992 308 1
234 630 0
713 933 1
724 286 1
784 559 1
142 448 0
884 279 1
141 555 0
730 501 1
953 548 1
202 191 0
823 903 1
319 47 0
327 402 1
799 503 1
86 944 0
924 398 1
592 415 1
631 262 1
813 725 1
89 513 0
173 14 0
201 377 0
353 521 1
234 647 0
299 853 1
859 401 1
254 564 0
678 731 1
535 870 1
790 239 1
33 529 0
126 407 0
883 967 1
224 725 0
725 458 1
592 74 1
231 938 1
994 245 1
767 885 1
293 397 0
914 896 1
276 759 1
167 337 0
211 355 0
42 849 0
243 871 1
541 45 1
886 24 1
20 275 0
430 886 1
746 676 1
470 20 1
373 518 1
757 84 1
377 87 0
250 682 0
625 551 1
567 824 1
273 683 1
640 874 1
429 227 1
517 463 1
566 689 1
126 513 0
605 407 1
837 493 1
497 792 1
752 772 1
36 494 0
297 737 1
401 906 1
523 213 1
602 738 1
206 933 0
811 512 1
536 993 1
457 352 1
906 536 1
561 903 1
730 693 1
998 930 1
500 121 1
177 900 0
920 208 1
819 853 1
41 316 0
582 60 1
146 663 0
769 383 1
967 830 1
316 207 0
452 251 1
24 932 0
380 744 1
96 103 0
927 454 1
715 535 1
636 916 1
468 479 1
200 140 0
234 945 1
832 40 1
754 180 1
613 643 1
810 825 1
982 641 1
271 142 0
986 13 1
327 501 1
63 12 0
8 30 0
224 306 0
650 348 1
672 934 1
565 863 1
17 954 0
903 424 1
713 811 1
192 667 0
522 952 1
247 155 0
411 703 1
158 218 0
261 874 1
729 951 1
942 652 1
560 233 1
386 466 1
645 428 1
158 579 0
871 955 1
133 904 0
722 501 1
193 994 0
219 926 1
524 620 1
110 3 0
228 734 0
402 888 1
342 978 1
836 631 1
326 954 1
127 180 0
970 974 1
876 963 1
51 633 0
816 699 1
960 569 1
475 10 1
512 936 1
586 479 1
67 230 0
679 268 1
615 860 1
708 198 1
69 738 0
279 514 0
534 748 1
899 499 1
910 352 1
581 656 1
850 396 1
337 806 1
545 971 1
411 797 1
386 698 1
126 455 0
440 30 1
811 280 1
477 977 1
297 323 0
824 471 1
703 924 1
322 433 1
104 845 0
652 292 1
617 801 1
102 409 0
496 233 1
733 854 1
270 923 1
741 513 1
169 965 0
626 333 1
359 918 1
558 970 1
533 114 1
713 447 1
464 342 1
557 986 1
246 899 1
338 884 1
348 550 1
774 284 1
737 914 1
10 619 0
273 179 0
944 464 1
236 848 1
449 687 1
154 151 0
688 280 1
444 143 1
688 840 1
534 761 1
615 444 1
874 995 1
545 876 1
369 871 1
979 133 1
299 253 0
514 420 1
568 428 1
7 894 0
494 300 1
521 354 1
86 540 0
624 308 1
641 756 1
81 95 0
110 126 0
34 350 0
356 876 1
70 467 0
553 703 1
571 84 1
267 856 1
724 929 1
630 248 1
295 22 0
487 884 1
494 549 1
761 166 1
20 185 0
128 629 0
75 203 0
433 324 1
888 680 1
185 76 0
270 143 0
944 792 1
108 408 0
764 37 1
333 246 0
121 407 0
211 299 0
634 416 1
111 984 0
236 506 0
0 368 0
509 324 1
591 386 1
312 253 0
413 743 1
294 436 0
448 39 1
967 733 1
665 734 1
795 556 1
785 481 1
704 644 1
373 973 1
994 228 1
559 187 1
341 753 1
849 603 1
85 358 0
111 696 0
857 449 1
364 544 1
902 245 1
797 344 1
483 684 1
23 866 0
235 128 0
992 494 1
317 272 0
785 386 1
806 314 1
619 108 1
86 69 0
318 722 1
355 264 1
915 15 1
916 785 1
616 133 1
368 515 1
384 234 1
165 291 0
719 694 1
451 180 1
732 288 1
403 93 1
484 491 1
292 854 1
118 510 0
637 289 1
40 796 0
402 166 1
254 976 1
723 731 1
491 416 1
572 873 1
700 847 1
718 294 1
449 711 1
84 357 0
216 575 0
599 134 1
187 87 0
239 615 0
189 649 0
392 561 1
558 132 1
676 354 1
946 288 1
249 686 0
343 944 1
313 599 1
242 786 0
417 321 1
350 617 1
464 291 1
332 987 1
374 693 1
419 283 1
838 731 1
820 730 1
623 424 1
469 616 1
676 361 1
894 971 1
762 873 1
861 172 1
228 280 0
663 667 1
488 386 1
631 525 1
173 116 0
70 460 0
137 212 0
633 682 1
303 366 0
213 662 0
213 838 0
184 910 0
19 46 0
32 5 0
98 299 0
623 695 1
728 594 1
965 189 1
818 566 1
80 271 0
255 244 0
615 273 1
289 454 0
818 788 1
754 750 1
438 583 1
962 645 1
791 987 1
412 182 1
199 883 0
129 288 0
388 950 1
455 731 1
237 251 0
496 373 1
921 308 1
569 887 1
620 245 1
744 506 1
91 133 0
873 99 1
892 682 1
986 978 1
545 527 1
11 47 0
439 582 1
949 73 1
617 895 1
758 937 1
458 599 1
684 327 1
547 714 1
781 839 1
158 594 0
396 90 1
786 632 1
825 909 1
57 800 0
696 106 1
461 644 1
679 514 1
218 436 0
257 958 1
740 162 1
693 683 1
838 509 1
327 200 0
608 782 1
512 11 1
842 961 1
48 703 0
519 657 1
955 133 1
56 315 0
852 227 1
522 475 1
638 157 1
82 426 0
459 544 1
665 180 1
32 973 0
217 0 0
186 474 0
964 717 1
120 217 0
627 84 1
305 57 0
756 333 1
747 737 1
517 822 1
206 694 0
7 113 0
14 846 0
226 377 0
964 527 1
11 768 0
802 271 1
10 94 0
709 476 1
3 933 0
630 716 1
785 643 1
908 349 1
355 561 1
560 131 1
230 84 0
229 192 0
420 378 1
776 359 1
497 563 1
195 557 0
595 709 1
841 566 1
208 600 0
234 706 0
824 435 1
315 10 0
557 755 1
40 843 0
605 256 1
625 983 1
108 779 0
408 350 1
546 951 1
574 487 1
322 229 0
809 663 1
647 788 1
868 57 1
924 938 1
22 863 0
774 814 1
406 390 1
980 639 1
82 264 0
252 318 0
823 907 1
952 525 1
640 293 1
112 347 0
964 153 1
62 515 0
613 749 1
269 806 1
580 973 1
996 499 1
623 55 1
862 329 1
466 743 1
390 932 1
327 513 1
13 815 0
718 538 1
510 699 1
199 644 0
560 232 1
537 26 1
284 294 0
701 653 1
628 68 1
263 21 0
136 34 0
69 706 0
523 590 1
891 106 1
103 175 0
151 200 0
75 897 0
375 478 1
343 530 1
787 455 1
440 598 1
434 145 1
473 422 1
286 272 0
389 845 1
428 958 1
129 588 0
412 648 1
259 342 0
69 481 0
764 946 1
141 490 0
86 928 0
435 623 1
986 986 1
166 593 0
911 278 1
761 45 1
658 897 1
751 259 1
888 301 1
959 802 1
590 463 1
80 915 0
626 839 1
672 396 1
885 169 1
683 765 1
134 342 0
967 374 1
919 942 1
876 55 1
857 308 1
394 883 1
468 423 1
392 776 1
543 401 1
286 160 0
762 713 1
570 715 1
102 322 0
605 729 1
46 68 0
500 604 1
212 722 0
586 216 1
824 134 1
529 733 1
116 646 0
683 78 1
115 894 0
383 822 1
998 288 1
79 196 0
875 682 1
979 104 1
308 94 0
87 276 0
276 294 0
656 581 1
674 600 1
342 191 0
662 400 1
192 119 0
323 725 1
549 942 1
800 277 1
439 628 1
513 634 1
956 716 1
543 75 1
856 848 1
93 691 0
386 583 1
117 701 0
507 375 1
179 485 0
877 733 1
30 702 0
344 443 1
865 366 1
474 826 1
45 418 0
688 611 1
87 459 0
715 895 1
727 56 1
896 972 1
985 647 1
692 520 1
850 291 1
122 703 0
618 603 1
354 398 1
338 436 1
925 768 1
451 531 1
885 263 1
458 244 1
251 399 0
824 933 1
582 123 1
736 895 1
961 510 1
505 369 1
641 125 1
412 815 1
645 560 1
539 872 1
656 959 1
271 528 0
954 511 1
792 424 1
440 618 1
408 885 1
30 427 0
26 637 0
983 483 1
787 636 1
931 936 1
841 593 1
976 184 1
474 533 1
130 284 0
552 592 1
346 391 1
62 815 0
244 916 1
901 447 1
695 741 1
145 205 0
197 587 0
544 810 1
331 360 1
609 314 1
896 794 1
391 951 1
858 78 1
205 639 0
321 934 1
224 359 0
911 229 1
64 205 0
686 961 1
496 496 1
678 123 1
830 239 1
903 457 1
847 57 1
334 676 1
605 194 1
165 15 0
662 129 1
324 380 0
211 839 0
895 486 1
966 703 1
763 802 1
117 133 0
624 212 1
27 103 0
855 59 1
999 44 1
675 592 1
341 39 0
327 256 0
58 555 0
627 429 1
41 125 0
378 702 1
143 598 0
660 341 1
405 946 1
518 856 1
224 794 0
806 118 1
810 937 1
981 312 1
953 459 1
39 375 0
424 629 1
113 820 0
892 505 1
923 966 1
921 103 1
240 303 0
488 537 1
214 652 0
744 789 1
35 48 0
21 662 0
420 241 1
774 138 1
359 779 1
569 272 1
838 948 1
777 46 1
838 106 1
486 330 1
966 45 1
693 347 1
231 944 1
33 500 0
550 973 1
612 112 1
737 818 1
552 799 1
714 937 1
324 12 0
984 668 1
38 304 0
763 695 1
399 458 1
369 627 1
30 880 0
286 665 1
107 809 0
805 502 1
504 776 1
136 714 0
902 505 1
690 145 1
843 442 1
692 968 1
819 566 1
89 672 0
34 898 0
584 800 1
869 557 1
708 542 1
940 493 1
706 675 1
486 762 1
229 837 0
880 978 1
933 919 1
96 18 0
960 681 1
777 384 1
399 567 1
154 388 0
577 651 1
803 320 1
598 371 1
359 610 1
914 175 1
821 947 1
855 743 1
313 39 0
398 408 1
890 91 1
883 862 1
579 633 1
731 759 1
772 630 1
280 434 0
970 385 1
852 313 1
681 565 1
777 628 1
881 482 1
46 648 0
482 953 1
8 516 0
673 381 1
308 152 0
172 174 0
351 951 1
442 962 1
705 786 1
754 846 1
134 178 0
963 860 1
549 408 1
534 85 1
125 656 0
264 127 0
632 150 1
497 683 1
764 468 1
66 377 0
659 105 1
624 219 1
18 458 0
272 663 1
256 512 0
936 90 1
131 702 0
813 439 1
649 913 1
628 915 1
740 230 1
383 61 0
153 331 0
826 828 1
45 942 0
76 500 0
117 293 0
415 681 1
741 561 1
434 84 1
867 675 1
898 329 1
431 27 1
229 345 0
498 735 1
424 716 1
87 198 0
119 295 0
43 333 0
974 697 1
941 881 1
410 748 1
707 357 1
187 157 0
862 202 1
332 624 1
330 536 1
464 240 1
871 57 1
601 524 1
212 406 0
796 224 1
976 942 1
552 254 1
715 938 1
214 850 0
879 756 1
795 373 1
860 450 1
919 730 1
477 259 1
171 319 0
215 775 0
884 798 1
240 785 0
770 113 1
983 290 1
177 615 0
745 395 1
906 159 1
105 353 0
352 762 1
623 176 1
241 217 0
603 879 1
978 478 1
164 545 0
697 156 1
111 283 0
811 148 1
635 445 1
408 755 1
776 788 1
133 273 0
155 126 0
720 385 1
232 123 0
546 29 1
610 702 1
167 137 0
386 998 1
837 630 1
664 106 1
429 600 1
135 325 0
585 260 1
397 102 1
512 271 1
924 53 1
855 473 1
486 997 1
760 293 1
281 671 1
676 599 1
116 339 0
888 35 1
68 866 0
976 896 1
22 355 0
884 849 1
215 580 0
316 875 1
136 178 0
516 169 1
112 703 0
88 474 0
346 885 1
177 31 0
704 968 1
763 552 1
756 227 1
970 983 1
531 145 1
450 452 1
684 506 1
278 314 0
632 562 1
265 229 0
327 434 1
509 504 1
260 42 0
976 519 1
680 962 1
392 812 1
842 830 1
940 904 1
810 26 1
945 941 1
451 765 1
645 80 1
49 835 0
229 814 0
344 928 1
29 69 0
997 874 1
69 591 0
800 280 1
337 248 0
494 53 1
226 163 0
565 348 1
474 948 1
892 484 1
888 581 1
707 832 1
699 975 1
986 249 1
941 5 1
572 147 1
24 449 0
990 111 1
214 55 0
847 268 1
864 21 1
782 553 1
769 643 1
433 943 1
338 637 1
439 703 1
359 702 1
939 298 1
103 711 0
794 681 1
375 517 1
156 67 0
772 812 1
319 655 1
961 741 1
763 219 1
751 651 1
157 412 0
482 541 1
871 551 1
834 490 1
541 593 1
211 749 0
744 882 1
978 866 1
134 795 0
914 329 1
184 847 0
486 862 1
88 659 0
0 961 0
618 953 1
246 42 0
696 692 1
41 39 0
877 440 1
770 549 1
597 23 1
756 920 1
26 740 0
528 805 1
409 506 1
11 855 0
386 776 1
458 713 1
512 594 1
985 597 1
43 128 0
626 248 1
484 178 1
422 353 1
730 148 1
680 853 1
308 153 0
799 381 1
980 400 1
166 126 0
100 821 0
328 258 0
804 466 1
745 831 1
508 373 1
931 543 1
980 990 1
102 432 0
373 568 1
717 344 1
237 60 0
603 966 1
499 467 1
31 72 0
230 440 0
